ID,TITLE,LOCATION,SALARY,SUMMARY,LINK
128,Digital Analyst,"Seattle, WA",,Our consultants are passionate self-starters who operate comfortably with ambiguity and can navigate complex challenges with minimal oversight.,https://www.indeed.com/viewjob?jk=1699f10990ac5b16
129,DATA ANALYST,"Seattle, WA",,This position is eligible to work fully remote; work schedule required to overlap 50% of IHME Office hours between 8am - 6pm Pacific Time.,https://www.indeed.com/viewjob?jk=a039e1d06c12b81b
130,Python/Django Developer,"Portland, OR 97210 (Northwest area)","$100,000 - $110,000 a year","Understand the current application infrastructure and re-build/refactor using modern architectures.
 Convert complex product initiatives into concrete software…",https://www.indeed.com/viewjob?jk=d3b47de47fb8e9c1
131,Sr. Python Developer,"Plano, TX",$55 - $60 an hour,"Data background - Critical to job duties (could even be a Data Scientist type background).
 This group also has two Java Developers so any Java cross over would…",https://www.indeed.com/viewjob?jk=f072e5cfbed276cd
132,Data Analyst Intern,"Bellevue, WA 98004 (Downtown area)",,"Through a combination of technological innovation and strategic partnerships, PayPal creates better ways to manage and move money, and offers choice and…",https://www.indeed.com/viewjob?jk=bb84cc79df198a1a
133,JUNIOR QUANTITATIVE ANALYST,"Los Angeles, CA 90012",,"Maintain models and products previously developed by the Quantitative Analysis team.
 Review new code and models developed by the Quantitative Analysis team.",https://www.indeed.com/viewjob?jk=9a2b492405f1be80
134,"Senior Python Developer

new","New York, NY","$110,000 - $130,000 a year","Pipeline and the data intake.
 Claims line feed - File data.
 Data from CMS with claim lines…two CCLF files are received.
 Job Types: Full-time, Contract.",https://www.indeed.com/viewjob?jk=4a53abd020e9bd0e
135,"Intern - UX Analyst

new","Seattle, WA 98194 (Downtown area)",$22 an hour,"This internship is for summer 2021 and is designed for a commitment of 40 hours per week for the duration of the 12-week program.
 Experience using R or Python.",https://www.indeed.com/viewjob?jk=d88c6a917d93ed6d
136,Online Marketing Manager,"Seattle, WA 98119 (Queen Anne area)",,"You are comfortable building reporting dashboards and experience in SQL, python skills is a plus.
 Hotwire also offers a full retail suite of other travel…",https://www.indeed.com/viewjob?jk=4a0be364926576c7
137,"Python Developer, Associate

new","Atlanta, GA 30308 (Midtown area)",,The DataOps Engineering team is responsible for building and maintaining a cutting-edge data platform that provides quality data to all users of the Aladdin…,https://www.indeed.com/viewjob?jk=ac85c98ee3a9face
138,"Data Engineer - Python, Databricks & Azure (Remote/Contract)","Seattle, WA 98115 (Ravenna area)",,"Data Engineer - Python, Databricks & Azure (Remote/Contract).
 The engineer is responsible for building a large-scale data pipeline in cloud platform.",https://www.indeed.com/viewjob?jk=78dc710a26178b00
139,Data /Software Engineers,"Seattle, WA",,"This is contract, and part-time or full-time, remote, and potentially contract to hire.
 Working with other software engineers; Experience working with Data…",https://www.indeed.com/viewjob?jk=f91a8f3f47d8b66e
140,FULL STACK DEVELOPMENT OPPORTUNITY (FULL-TIME) – Work from H...,"Bothell, WA 98021",,"Very competitive compensation and great benefits.
 Significant Full Stack development experience.
 Significant experience with all of the following: Python,…",https://www.indeed.com/viewjob?jk=e912780d97a6db69
141,"Data Scientist, Analytics-Remote Presence","Bellevue, WA",,"This is a real time calling infrastructure for Messenger, Instagram, Workchat and Portal.
 Some of the key questions you will be working on: Systematic…",https://www.indeed.com/viewjob?jk=fe2305d701edbbe7
142,"Associate Engineer, Analysis/System Engineering","Redmond, WA 98052 (Rose Hill area)",,"80% - Working under close technical guidance, the Associate Engineer will perform system performance analysis assignments through established policies and…",https://www.indeed.com/viewjob?jk=a13de021a1363485
143,"Sr. Python Developer (100% Remote)

new","San Francisco, CA",$70 an hour,Candidates must have 10+ years of development experience to be considered - candidates with any less than 10 years of development experience will not be…,https://www.indeed.com/viewjob?jk=780ed8751dc3fb1a
144,Entry Level Web Developer,"San Francisco, CA",,"Bachelor's degree in computer science or equivalent degree.
 Firm understanding and knowledge of object-oriented analysis, design, and programming.",https://www.indeed.com/viewjob?jk=4d04d971f9a988e6
145,"RESEARCHER, INJURIES","Seattle, WA",,This position is eligible to work fully remote; work schedule required to overlap 50% of IHME Office hours between 8am - 6pm Pacific Time.,https://www.indeed.com/viewjob?jk=3f225169a2850a85
146,Support,United States,,"Along the way, you will have opportunities to influence processes and products as you work with multiple systems and teams to drive an exceptional customer…",https://www.indeed.com/viewjob?jk=2c26339484d5141f
147,"Python Developer

new","Poland, ME",,All team members are expected to seek practical solutions that prioritize customer need while exhibiting qualities of a supportive team member and software…,https://www.indeed.com/viewjob?jk=ed28f1a8069e7eb3
148,"Python & AWS Developer

new",Remote,,"We are seeking a Back End Developer with demonstrated experience designing and implementing enterprise big data solutions.
 4+ years of experience with Python 3.",https://www.indeed.com/viewjob?jk=cffaccf3b341d7c6
149,Support Center Analyst I,"Seattle, WA",,"Scripting experience in one or more languages (bash, python).
 The Support Centre is responsible for providing 24x7x365 monitoring and operational support of our…",https://www.indeed.com/viewjob?jk=896e4c7fe345beb8
150,Solutions Engineer - All Levels (Remote),"San Francisco, CA 94111 (Financial District area)",,You will partner closely with our Account Executives and our Customer Success Managers to serve as the key technical Point of Contact throughout the lifecycle…,https://www.indeed.com/viewjob?jk=fd3c409106036eea
151,"RESEARCHER, COSTS AND COST-EFFECTIVENESS

new","Seattle, WA",,"The team analyzes the cost-effectiveness of interventions and health spending by leveraging IHME’s experience, analytical framework, data bases, on cost…",https://www.indeed.com/viewjob?jk=25951ef12b79a47e
152,Software Engineer (All Levels),"Denver, CO","$74,738 - $149,902 a year","Golang, python or comparable programming language.
 With thousands of users including Microsoft, PTC, Ticketmaster, and Cisco, the Ambassador OSS Slack channel…",https://www.indeed.com/viewjob?jk=0c2992a0c242b663
153,"Hydrogen Systems Engineer

new","Seattle, WA 98121 (Belltown area)",,"We help companies, governments, and individuals from the earliest stages of problem definition to prototype creation and demonstration.",https://www.indeed.com/viewjob?jk=e1a80e0f6238d331
154,"Economist

new","Seattle, WA",,"PhD in Economics or highly related field.
 2-5 years of experience in industry, government, or academic research.
 Strong research track record, drives results.",https://www.indeed.com/viewjob?jk=8003829ef58fce11
155,"Python Developer | Richmond, VA (Remote until 2021)","Richmond, VA",,"Python, Flask, SQL, No SQL.
 5 years of experience in Python, Experience working on multiple different databases/platforms (flexibility), 3 years of enterprise…",https://www.indeed.com/viewjob?jk=5a9a0ac14d0aaba7
156,Entry Level / Junior Full Stack Java Developer,"South Plainfield, NJ 07080","$60,000 - $65,000 a year",Entry-level UI developer / Java Developer / Junior java Developer / Entry level Web UI Developer / Junior Front End Developer / Junior Web UI Developer / Mean…,https://www.indeed.com/viewjob?jk=55f5aa8a9f0e72e4
157,Programmer/ Software Developer,"Slidell, LA 70458",$45 - $55 an hour,"A high technology company spun out of the Stennis Space Commerce Initiative, we have 15 years of research and development of new weather products for…",https://www.indeed.com/viewjob?jk=4cc9151070af048e
158,Entry Level Web Developer,"San Francisco, CA",,"Bachelor's degree in computer science or equivalent degree.
 Firm understanding and knowledge of object-oriented analysis, design, and programming.",https://www.indeed.com/viewjob?jk=4d04d971f9a988e6
159,"RESEARCHER, INJURIES","Seattle, WA",,This position is eligible to work fully remote; work schedule required to overlap 50% of IHME Office hours between 8am - 6pm Pacific Time.,https://www.indeed.com/viewjob?jk=3f225169a2850a85
160,Support,United States,,"Along the way, you will have opportunities to influence processes and products as you work with multiple systems and teams to drive an exceptional customer…",https://www.indeed.com/viewjob?jk=2c26339484d5141f
161,"Python Developer

new","Poland, ME",,All team members are expected to seek practical solutions that prioritize customer need while exhibiting qualities of a supportive team member and software…,https://www.indeed.com/viewjob?jk=ed28f1a8069e7eb3
162,"Junior Programmer

new","Chicago, IL","$55,000 - $75,000 a year","Must have experience in socket programming or python programming.
 The ideal candidate is interested in becoming a developer in the financial industry.",https://www.indeed.com/viewjob?jk=d99b62c6120792e0
163,"Python & AWS Developer

new",Remote,,"We are seeking a Back End Developer with demonstrated experience designing and implementing enterprise big data solutions.
 4+ years of experience with Python 3.",https://www.indeed.com/viewjob?jk=cffaccf3b341d7c6
164,Support Center Analyst I,"Seattle, WA",,"Scripting experience in one or more languages (bash, python).
 The Support Centre is responsible for providing 24x7x365 monitoring and operational support of our…",https://www.indeed.com/viewjob?jk=896e4c7fe345beb8
165,Solutions Engineer - All Levels (Remote),"San Francisco, CA 94111 (Financial District area)",,You will partner closely with our Account Executives and our Customer Success Managers to serve as the key technical Point of Contact throughout the lifecycle…,https://www.indeed.com/viewjob?jk=fd3c409106036eea
166,"RESEARCHER, COSTS AND COST-EFFECTIVENESS

new","Seattle, WA",,"The team analyzes the cost-effectiveness of interventions and health spending by leveraging IHME’s experience, analytical framework, data bases, on cost…",https://www.indeed.com/viewjob?jk=25951ef12b79a47e
167,Software Engineer (All Levels),"Denver, CO","$74,738 - $149,902 a year","Golang, python or comparable programming language.
 With thousands of users including Microsoft, PTC, Ticketmaster, and Cisco, the Ambassador OSS Slack channel…",https://www.indeed.com/viewjob?jk=0c2992a0c242b663
168,"Hydrogen Systems Engineer

new","Seattle, WA 98121 (Belltown area)",,"We help companies, governments, and individuals from the earliest stages of problem definition to prototype creation and demonstration.",https://www.indeed.com/viewjob?jk=e1a80e0f6238d331
